market_id,race_time,runner_id,runner_name,odds_start,volume_start,lay_odds_start,lay_volume_start,odds_20,volume_20,lay_odds_20,lay_volume_20,odds_end,volume_end,lay_odds_end,lay_volume_end,score_start_home,score_start_away,score_20_home,score_20_away,score_end_home,score_end_away
1.236542735,2024-11-29 14:00:00+00:00,8,Score_1_2_Stoke U21 v Southampton U21,8.4,2.4,,,10.5,10.95,11.5,5.04,11.0,35.13,12.5,35.77,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,15,Score_1_3_Stoke U21 v Southampton U21,8.8,2.29,,,9.6,3.46,11.0,37.28,7.6,61.92,8.4,33.1,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,5,Score_2_0_Stoke U21 v Southampton U21,36.0,5.0,,,1000.0,12.87,,,27.0,3.0,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,6,Score_2_1_Stoke U21 v Southampton U21,15.5,5.0,,,32.0,3.36,46.0,15.94,26.0,3.0,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,7,Score_2_2_Stoke U21 v Southampton U21,9.8,2.06,,,16.5,18.9,19.5,23.75,27.0,26.14,32.0,13.38,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,14,Score_2_3_Stoke U21 v Southampton U21,11.5,5.0,,,16.5,26.24,19.0,15.0,20.0,6.44,23.0,6.0,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,10,Score_3_0_Stoke U21 v Southampton U21,40.0,5.0,,,1000.0,13.25,,,27.0,3.0,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,11,Score_3_1_Stoke U21 v Southampton U21,24.0,5.0,,,70.0,1.51,120.0,14.15,26.0,3.0,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,12,Score_3_2_Stoke U21 v Southampton U21,22.0,5.0,,,38.0,27.84,55.0,17.86,120.0,7.08,170.0,7.04,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,13,Score_3_3_Stoke U21 v Southampton U21,22.0,5.0,,,36.0,2.97,55.0,21.08,80.0,10.66,100.0,5.0,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,9063254,Any Other Home Win_Stoke U21 v Southampton U21,,,,,36.0,4.16,65.0,28.31,200.0,4.23,350.0,4.35,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,9063255,Any Other Away Win_Stoke U21 v Southampton U21,2.94,6.87,3.9,5.18,2.88,97.63,3.15,89.95,2.18,4.8,2.44,157.6,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,9063256,Any Other Draw_Stoke U21 v Southampton U21,1.01,1.66,380.0,1.06,150.0,8.58,320.0,4.86,330.0,1.0,,,0,0,0,1,0,0
